chunkID,chunk_name,chunk_Labels,chunk_text
96,ed95ac67a197815787e4e22f618d73a3,['Document'],"L'extension du tram 15 inaugurée

Inauguration officielle ce week-end de l’extension du tram 15 entre Lancy et Plan-les-Ouates. À l’avenir, cette ligne rejoindra toutes les 4 minutes et 30 secondes aux heures de pointe le centre-ville de Genève et le Léman Express via la gare de Lancy-Pont-Rouge.
L’inauguration officielle de la ligne 15 samedi matin à l’école en Sauvy à Lancy a attiré la foule. Sous la tente, les discours des autorités se sont succédé. Pour Damien Bonfanti, la concrétisation de ce tronçon marque un moment historique. Un véritable trait d’union entre Lancy et Plan-les-Ouates. «Les communes de Lancy et Plan-les-Ouates sont fortement liées, notamment par le quartier intercommunal de La Chapelle-Les Sciers et avec Confignon aussi qui va se développer. C’est certain que l’on va de plus en plus discuter entre nous d’intercommunalité. C’est sûr que pour nous, ce tram est un trait d’union et l’on va travailler plus fortement ensemble ces prochaines années», estime le responsable de l’aménagement du territoire lancéen.
Association cycliste trouble-fête
Au même moment à l’extérieur, une association cycliste lancéenne en a profité pour manifester son mécontentement. «On est très content de l’inauguration du tram 15 mais on est nettement moins content de la suppression d’une piste cyclable qui interrompt un réseau cyclable qui allait de la campagne genevoise jusqu’au centre-ville», proteste Bruno Strasser, membre de l’association Lancyclopède.
«Dans les 4 ans, dévelo"
106,f326d7871e4db3969c4ead5aaac97bf3,['Document']," de l’association Lancyclopède.
«Dans les 4 ans, développer les transports publics de 20%»
Cet événement n’a pas perturbé les discours. Pierre Maudet a lui réaffirmé l’importance que le Conseil d’État accorde au rail dans les années à venir. «L’intention du Conseil d’État dans les quatre ans à venir, c’est de développer les transports publics de 20%, principalement à travers le rail, donc les trams. On veut avoir d’ici 2027 un réseau de six lignes de trams dont fait partie la ligne 15 que l’on inaugure aujourd’hui, qui doit aller à terme jusqu’à Saint-Julien ainsi que la belle ligne que l’on va inaugurer en 2027 qui ira jusqu’à Ferney», annonce le ministre des mobilités.
Week-end de l’Escalade oblige, il a fallu casser une marmite géante offerte par la commune de Lancy. À quelques pas de l’école en Sauvy, Pierre Maudet entouré de l’ensemble des représentants des autorités communales de Lancy, Confignon Plan-Les-Ouates ont coupé le traditionnel ruban devant deux trams 15.
Une respiration pour tous les habitants de Plan-les-Ouates
Population et officiels sont ensuite montés dans ces trams sur le tout nouveau tracé : soit 4 nouveaux arrêts entre les palettes et la zone industrielle de Plan-Les-Ouates. À la Ziplo, c’est le terminus provisoire, tout le monde descend. Et pour immortaliser ce moment historique, les autorités ont de nouveau coupé le ruban. Dans son discours, la Maire de Plan-les-Ouates a rappelé"
117,c083f22af209eda5d979c53a909e9db9,['Document']," le ruban. Dans son discours, la Maire de Plan-les-Ouates a rappelé l’histoire oubliée du tram qui passait sur sa commune il y a 85 ans. Ce nouveau tronçon offrira un grand bol d’air à ses habitants, dit-elle. «Avec nos 14 000 employés et nos 12 habitants avec beaucoup d’écoles aux alentours et dans la zone industrielle maintenant, cela fait beaucoup de monde qui converge ici à Plan-les-Ouates. Le tram sera certainement une respiration pour tous les habitants du quartier», se félicite Fabienne Monbaron.
La seconde extension du tram 15 en sursis
L’extension de la ligne 15 est mise en service dès demain. Une seconde étape prévoit une nouvelle extension du tram 15 jusqu’à Saint-Julien, en France voisine. Elle est annoncée pour 2027, mais les recours menés par commerçants et habitants de Perly pourraient retarder sa mise en service."
127,7d5d67092db4fe7f37e5338ffb5d4c99,['Document'],"Rechercher sur le site
Rechercher
Prolongement du tramway à Ferney-Voltaire depuis Genève
Aujourd’hui, 85% des déplacements depuis le Pays de Gex vers la Suisse sont effectués en voiture, entraînant ainsi de nombreux problèmes de trafic routier et de pollution. Le prolongement du tramway Nations – Grand-Saconnex à Ferney-Voltaire permettrait d’offrir une alternative à la voiture individuelle pour les déplacements le long de cet axe, en même temps que le prolongement de la ligne côté suisse. La vitesse de déploiement d’un tel projet sur la commune de Ferney-Voltaire est rendue possible par le passage du tramway à travers le futur quartier Ferney-Genève Innovation, zone d’aménagement concerté (ZAC) aménagée par la SPL Territoire d’Innovation pour le compte de Pays de Gex agglo.
Le projet en quelques mots Le début des travaux est prévu pour 2025 avec une mise en service pour décembre 2027. Côté français, il proposera trois stations sur la commune de Ferney et une cadence d’un tram toutes les 6 minutes aux heures de pointe. Son terminus se situera Carrefour du Bisou et proposera un P+R de plus d’une centaine de places. Le tram de Ferney sera complémentaire au BHNS (ligne 60) et proposera un trajet plus rapide pour se rendre à Cornavin. Le BHNS restera, lui, plus rapide pour rejoindre la gare de Sécheron et le Léman Express.
Le projet en quelques mots
Le début des travaux est prévu pour 2025 avec une mise en service pour décembre 2027.
Côté français, il proposera trois stations sur la commune de Ferney et une cadence d’un tram t"
138,e07c4c24dfed91dc04520c5b78c8650f,['Document'],", il proposera trois stations sur la commune de Ferney et une cadence d’un tram toutes les 6 minutes aux heures de pointe.
Son terminus se situera Carrefour du Bisou et proposera un P+R de plus d’une centaine de places.
Le tram de Ferney sera complémentaire au BHNS (ligne 60) et proposera un trajet plus rapide pour se rendre à Cornavin. Le BHNS restera, lui, plus rapide pour rejoindre la gare de Sécheron et le Léman Express."
143,e365ebc8b3bc20602cfeb903ae879131,['Document'],"Info travaux
Sélectionnez votre secteur sur la carte pour voir les travaux proches de chez vous
Accès fermé : carrefour Pasteur/Commerce/Vétérans
Depuis le 4 novembre la pose des pavés rue du Commerce a débuté par l’intérieur de la future fontaine, ils sont posés actuellement sur la partie « voirie » du côté du Globe.
A partir du vendredi 22 novembre, les chanfreins en enrobés sont enlevés pour permettre la pose du dallage à partir de lundi 25 novembre. Le carrefour Commerce/Pasteur/Vétérans sera fermé à la circulation dès ce vendredi, pour environ 2 semaines.
Pour les riverains, l’entrée/sortie place de l’Hôtel de Ville se fera par l’accès côté Taverne de Maître Kanter en aller/retour.
L’entrée/sortie à la rue des Vétérans devra se faire par la rue de la Gare, avec la borne mise en position basse.
Mise à sens unique de l’avenue Ferry
En raison des travaux de piétonnisation de plusieurs rues du centre-ville, du prolongement de la ligne de Tram et de l’extension du réseau de chaleur, l’avenue Jules Ferry sera à sens unique du 5 au 8 novembre 2024, entre la rue Madame Fleutet et l’avenue Pasteur, en sens Nord -> Sud.
Pour les riverains possédant un parking privatif dont l’accès sera rendu impossible durant les travaux rues René Blanc et Paul Bert, la Ville prendra en charge le coût du stationnement dans un parking public jusqu’à la réouverture de la circulation.
Vous êtes invités à vous rendre à l’accueil de"
1713,9fe5466502433eb7516d3e22b3fe3698,['Document']," circulation.
Vous êtes invités à vous rendre à l’accueil de la mairie avec vos justificatifs* dès que possible. Attention, il faut compter 4 jours minimum après votre enregistrement pour obtenir un badge SAGS.

La Ville vous remercie de votre compréhension.

Déplacement point de collecte – Rue René Blanc
A partir de jeudi 31 octobre, votre point de collecte sera provisoirement déplacé place Jean Deffaugt pendant la durée des travaux (voir plan ci-dessous).

Travaux rue du Commerce novembre 2024
Les travaux rue du Commerce à venir fin octobre et début novembre 2024 (planning qui peut évoluer selon les aléas du chantier) :
A venir d’ici fin octobre :
A partir du 4 novembre 2024 :
L’accès à la rue du Commerce pourra se faire à compter du 30 septembre par la rue des Vétérans depuis la rue de la Gare (par lecture de plaque ou bouton livraison 7h/11h), pour le cabinet paramédical uniquement. L’accès par Pasteur ne sera plus possible pendant les travaux.
Les livraisons pourront accéder par la rue des Vétérans et ressortir côté place de l’hôtel de ville.
Les riverains bénéficient d’une offre de stationnement dans un parking public.
DATE REPORTEE Fermeture temporaire de la rue du Parc
En raison de la défaillance d’un prestataire, les travaux initialement prévus le 20 novembre sont reportés au mercredi 27 novembre. La rue du Parc sera donc fermée à la circulation ce jour-là, de 9h à 16h, pour permettre l’installation d’un regard dé"
175,64014a2655812c4fa8e680ffab959880,['Document'],"à, de 9h à 16h, pour permettre l’installation d’un regard déporté.
Qu’est-ce qu’un regard déporté ?
Il s’agit d’un dispositif essentiel permettant d’intervenir sur les réseaux souterrains situés sous la plateforme du tram, lorsque ces réseaux n’ont pas pu être dévoyés. Son installation nécessite l’utilisation d’équipements lourds (grue, camions), rendant temporairement impossible la circulation dans la rue.
Impacts et dispositions maintenues pour le 27 novembre :
Circulation piétonne :
Les piétons seront temporairement orientés dans le parc Montessuit au niveau de l’arrêt de
tram, avec une signalétique adaptée pour les guider.
Nous présentons nos excuses pour ce report et les désagréments qu’il peut occasionner. Les riverains qui pourraient se trouver bloqués lors de cette intervention sont invités à nous contacter au 04 85 22 00 02 ou par email à contact@tram-pietonnisation.fr avant le 22 novembre, afin qu’une solution adaptée puisse leur être proposée.
Travaux rues René Blanc et Paul Bert
Dans le cadre des travaux de piétonnisation, l’accès aux riverains du Nord de la rue René Blanc ne sera plus possible en voitures à compter du 04 Novembre 2024 (riverains concernés : entre la rue du Faucigny et la rue Paul Bert uniquement). Egalement concernés, les riverains situés au bout de la rue Paul Bert (côté av. Jules Ferry).
La date précise du rétablissement des accès à vos parkings privés vous sera communiquée ultérieurement.
Pour les riverains possédant un parking privatif dont l’accès"
1715,11b3d44bd4b0ec5077257b7c0e04166f,['Document'],"urement.
Pour les riverains possédant un parking privatif dont l’accès sera rendu impossible, la Mairie prendra en charge le coût du stationnement dans un parking public jusqu’à la réouverture de la circulation.
Pour bénéficier de ces droits d’accès, les usagers concernés sont invités à nous transmettre dès maintenant les justificatifs par mail : contact@tram-pietonnisation.fr ou se rendre à la mairie munis* :
– D’un justificatif d’identité,
– D’un justificatif de domicile (facture eau/EDF…)
– D’un élément établissant que vous disposez d’un emplacement de stationnement
– De la carte grise du (des) véhicule(s) concernés.
*les pièces justificatives seront demandées uniquement aux riverains concernés qui ne se sont pas encore enregistrés auprès de la Mairie.
Attention : il faut compter environ 4 jours MINIMUM après enregistrement, pour obtenir un badge SAGS. Alors, n’attendez pas.
Coupure d’eau 16 rue de la Gare
Intervention de nuit carrefours Faucigny-Ferry et Etoile-Briand
Intervention de nuit mercredi 16 octobre de 20h à 6h
Nous vous informons que des travaux de réfection de la chaussée auront lieu au carrefour rue du Faucigny – Av. Jules Ferry et au niveau du rond point de l’Etoile – rue Aristide Briand (en jaune ci-dessous sur le plan) dans la nuit du mercredi 16 au jeudi 17, de 20h à 6h du matin. Ces travaux consistent en une reprise de la chaussée actuellement en mauvais"
201,8f8e10013fb82a34fa812ebeb5288af9,['Document'],"in. Ces travaux consistent en une reprise de la chaussée actuellement en mauvais état, visant à améliorer la sécurité de circulation sur cet axe. Ces opérations seront susceptibles de générer des nuisances sonores dues à la mise en œuvre des enrobés et à la circulation des camions.

Annemasse Agglo met tout en œuvre pour limiter les désagréments et compte sur votre compréhension pour cette intervention nécessaire.
Mise à double sens de la rue Camps
La mise à double sens de la rue Camps interviendra à partir du 21 octobre 2024 et de manière définitive. Cette mise à double sens permettra aux automobilistes de rejoindre le parking Montessuit/Hôtel de Ville depuis l’avenue Emile Zola en provenance du Nord de la Ville (Pôle d’Echange Multimodal) et du Sud (rue de Genève).
Les modifications à venir :
Cette modification se fera donc à partir du lundi 21 octobre en anticipation des travaux (en cours) et de la mise en service de la prolongation du Tramway rue du Parc, qui impliquera la suppression de l’accès au parking Montessuit/Hôtel de Ville depuis la rue de la Gare. L’accès direct au parking depuis la rue du Parc reste maintenu.
A noter que le stationnement de rue compris entre les rues Zola et Coquand sera supprimé. Celui compris entre les rues du Dr Coquand et du Parc est maintenu.

Coupure d’eau rue du Parc
Accès parking privatif impossible – Rue du Commerce
Dans le cadre des travaux de piétonnisation, l’accès aux riverains de la rue du Commerce ne sera plus possible.
Infos stationnement :
Changement de collecte des déchets rue"
1717,fc0a2d5705ef6b990054c88e3ef6458a,['Document'],"a plus possible.
Infos stationnement :
Changement de collecte des déchets rue et av. de la Gare
La collecte des déchets en pied d’immeubles s’arrête définitivement le 23 septembre 2024 sur la rue et l’avenue de la Gare (jusqu’à l’intersection avec la rue du Mont-Blanc).
En raison des travaux de la piétonnisation, le camion de collecte ne passera plus récupérer les bacs en pied d’immeuble (zone en bleu sur la carte ci-dessous) Des conteneurs collectifs sont installés pour que les habitants apportent leurs déchets. Les dernières collectes auront lieu aux horaires habituels le lundi 23 septembre (pour les ordures ménagères) et le mardi 24 septembre (pour le tri). Des conteneurs collectifs enterrés seront installés à la fin des travaux.


Installation d’une zone provisoire de stockage
Démarrage des travaux de voirie plateforme et voie ferrée
À partir de mi-septembre, une nouvelle étape des travaux débutera à partir du futur terminus (avenue de Verdun et avenue H. Barbusse) avec la réalisation des travaux de voirie, plateforme et voie ferrée. Pour cela, une zone de stockage provisoire sera prochainement installée (voir plan ci-dessous) jusqu’à fin décembre 2025. La zone de stockage (en jaune) se trouve à l’angle de l’av. de Verdun et l’av. Lucie Aubrac.

Coupure d’eau Rue Malbrande
Modification sens de circulation Rue Malbrande
A partir du lundi 2 septembre,
le sens de circulation de la rue Malbrande sera inversé. Vous trouverez"
1718,bf4b1f7c7c2c1f726642895eb6281bdd,['Document'],",
le sens de circulation de la rue Malbrande sera inversé. Vous trouverez le plan avec les sens de circulation ci-dessous. 
L’accès s’effectuera côté Av. Henri Barbusse pour ressortir Route des Vallées.

Coupure d’eau rue du Stade Albert Baud
Travaux avenue et rue de la Gare
Dans le cadre du réaménagement du centre-ville, les travaux de réseaux vont débuter rue et avenue de la Gare. A terme, ces deux rues deviendront des zones de rencontre, avec une vitesse des voitures limitée à 20km/h et la priorité des piétons et des cycles sur les véhicules.
Rue de la Gare :
A partir du 9 septembre 2024, les travaux des réseaux humides (eau) vont débuter dans la portion entre la place de la Poste et la rue des Vétérans. A partir de janvier 2025 l’ensemble de la rue sera en travaux avec le démarrage des travaux pour les réseaux humides entre la rue des Vétérans et la rue de Genève. Les travaux des réseaux secs (gaz, électricité…) démarreront quant à eux entre la place de la Poste, et la rue des Vétérans. Les travaux devraient se terminer d’ici juin 2025 pour la partie dévoiement de réseaux. Ils seront suivis par les travaux d’aménagement de voirie.
Les accès des riverains et les livraisons sont maintenus, sauf durant quelques périodes identifiées qui feront l’objet d’une communication spécifique.
Avenue de la Gare :
A partir du 16 septembre 2024, les travaux pour la rénovation et le dévoiement des réseaux humides vont dé"
1719,7fdf18ac2ab4765ca9146ca726cdf098,['Document']," les travaux pour la rénovation et le dévoiement des réseaux humides vont démarrer au croisement avec la rue du Mont-Blanc. Ils devraient durer 1 mois et demi suivant l’avancée du chantier. A partir du 11 octobre, les travaux pour les réseaux secs prendront le relais. A partir de janvier et jusque fin mars 2025, les travaux pour les réseaux humides devraient reprendre.
Pour la rue et l’avenue de la Gare :
La circulation générale (hors riverains, livraisons et accès chantiers) sera déviée en amont. A noter que des coupures d’eau, de gaz ou d’éléctricité peuvent survenir temporairement. Les concessionnaires vous informeront en amont des coupures.
Plan de déviation à partir du 9 septembre 2024

Consciente des désagréments occasionnés, la Ville d’Annemasse vous remercie de votre compréhension.


Déplacement point de collecte des bacs d’ordures ménagères
Dans le cadre des travaux de réseaux liés au projet du tram, les camions de collecte des ordures ménagères ne pourrons plus accéder à la rue Joseph Cursat à partir du 12 août jusqu’au 20 septembre. Nous vous proposons un nouveau point de collecte sur la rue du Parc selon le plan ci-dessous :


Accès perturbé parking souterrain 7 rue Malbrande
Dans le cadre des travaux de réseaux liés au projet du tram, l’accès au parking souterrain au niveau du 7 rue Malbrande sera perturbé du lundi 19 au merci 21 août.
L’entreprise en charge des travaux veillera a maintenir l’"
1720,f9c6cd9dd97d2a2fe0ec8524ab946ed8,['Document'],".
L’entreprise en charge des travaux veillera a maintenir l’accès au parking le plus possible en positionnant des plaques. Cependant, l’accès pourra être perturbé ponctuellement pendant les horaires de chantier de 7h30 à 12h puis de 13h à 17h30 générant une perte d’accès temporaire.
Nous nous excusons pour la gêne occasionnée et vous remercions pour votre compréhension.
Travaux piétonnisation septembre 2024
Zoom sur les travaux du réaménagement du centre-ville d’Annemasse
Dans le cadre du réaménagement du centre-ville, les travaux vont reprendre dès le 26 août 2024. Plusieurs rues sont concernées par des travaux de réseaux ainsi que des travaux de piétonnisation.
Cabinet médical et paramédical rue du Commerce :
L’accès en véhicule à l’impasse du cabinet ne sera pas possible du 26 au 28 août en raison de la reprise des terrassements. L’accès aux piétons est bien maintenu.
Avenue Pasteur (entre les rues du Commerce et Blanc) :
Du 9 au 20 septembre, la Direction de l’Eau et de l’assainissement a prévu une intervention de réhabilitation sans tranchées pour rénover les réseaux d’eau. Les travaux de piétonnisation devraient débuter fin septembre, les terrasses provisoires devront être démontées le dimanche 22 septembre au soir. La Ville procédera à l’enlèvement des mobiliers mis à disposition le 23 septembre. La confirmation de la date sera donnée début septembre selon l’avancement sur la rue du Commerce.
Avenue Pasteur (entre"
